ID;Name_Validity;Division;Class;Sublass;Order;Family;Rank;Name;Author;Czech_name;presence;RL_Evaluation
10045;V;10008;10027;10028;10029;10045;24;Blepharostomataceae;W.Frey et M.Stech;nitkovcovité;;
10046;V;10008;10027;10028;10029;10046;24;Lepidoziaceae;Müll.Frib.;plevinkovité;;
10047;V;10008;10027;10028;10029;10047;24;Lophocoleaceae;Vanden Berghen;obhøebenkovité;;
10048;V;10008;10027;10028;10029;10048;24;Plagiochilaceae;Müll.Frib.;kapraïovkovité;;
10049;V;10008;10027;10028;10029;10049;24;Trichocoleaceae;Nakai;pìknicovité;;
10050;V;10008;10027;10028;10029;10050;24;Myliaceae;Schljakov;vršatkovité;;
10051;V;10008;10027;10028;10051;;22;Porellales;Schljakov;podhoøankotvaré;;
10052;V;10008;10027;10028;10051;10052;24;Frullaniaceae;Lorch;kovancovité;;
10053;V;10008;10027;10028;10051;10053;24;Lejeuneaceae;Cavers;roeòkovité;;
10054;V;10008;10027;10028;10051;10054;24;Porellaceae;Cavers;podhoøankovité;;
10055;V;10008;10027;10028;10051;10055;24;Radulaceae;Müll.Frib.;struhatkovité;;
10056;V;10008;10027;10028;10056;;22;Ptilidiales;Schljakov;brvitcotvaré;;
10057;V;10008;10027;10028;10056;10057;24;Ptilidiaceae;H.Klinggr.;brvitcovité;;
10058;V;10008;10027;10058;;;20;Metzgeriidae;Barthol.-Began;(bez èeského jména);;
10059;V;10008;10027;10058;10059;;22;Metzgeriales;Chalaud;kroknicotvaré;;
10060;V;10008;10027;10058;10059;10060;24;Aneuraceae;H.Klinggr.;bezilkovité;;
10061;V;10008;10027;10058;10059;10061;24;Metzgeriaceae;H.Klinggr.;kroknicovité;;
10062;V;10008;10027;10062;;;20;Pelliidae;He-Nygrén;(bez èeského jména);;
10063;V;10008;10027;10062;10063;;22;Fossombroniales;Schljakov;hlávkovcotvaré;;
10064;V;10008;10027;10062;10063;10064;24;Fossombroniaceae;Hazsl.;hlávkovcovité;;
10065;V;10008;10027;10062;10065;;22;Pallaviciniales;W.Frey & M.Stech;netøebkotvaré;;
10066;V;10008;10027;10062;10065;10066;24;Moerckiaceae;K.I.Goebel ex Stotler & Crand.-Stotl.;oleškovité;;
10067;V;10008;10027;10062;10065;10067;24;Pallaviciniaceae;Mig.;netøebkovité;;
10068;V;10008;10027;10062;10068;;22;Pelliales;He-Nygrén;pobøenicotvaré;;
10069;V;10008;10027;10062;10068;10069;24;Pelliaceae;H.Klinggr.;pobøenicovité;;
10070;V;10070;;;;;17;Bryophyta;\N;mechy;;
10071;V;10070;10071;;;;19;Sphagnopsida;Schimp.;(bez èeského jména);;
10072;V;10070;10071;10072;;;20;Sphagnidae;Engl.;(bez èeského jména);;
10073;V;10070;10071;10072;10073;;22;Sphagnales;Limpr.;rašeliníkotvaré;;
10074;V;10070;10071;10072;10073;10074;24;Sphagnaceae;Dumort.;rašeliníkovité;;
10075;V;10070;10075;;;;19;Andreaeopsida;J.H.Schaffn.;(bez èeského jména);;
10076;V;10070;10075;10076;;;20;Andreaeidae;Engl.;(bez èeského jména);;
10077;V;10070;10075;10076;10077;;22;Andreaeales;Limpr.;štìrbovkotvaré;;
10078;V;10070;10075;10076;10077;10078;24;Andreaeaceae;Dumort.;štìrbovkovité;;
10079;V;10070;10079;;;;19;Polytrichopsida;Doweld;(bez èeského jména);;
10080;V;10070;10079;10080;;;20;Polytrichidae;Ochyra;(bez èeského jména);;
10081;V;10070;10079;10080;10081;;22;Polytrichales;Cavers;ploníkotvaré;;
10082;V;10070;10079;10080;10081;10082;24;Polytrichaceae;Schwägr.;ploníkovité;;
10083;V;10070;10083;;;;19;Tetraphidopsida;Goffinet & W.R.Buck;(bez èeského jména);;
10084;V;10070;10083;10084;;;20;Tetraphididae;Doweld;(bez èeského jména);;
10085;V;10070;10083;10084;10085;;22;Tetraphidales;Cavers;ètyøzoubkotvaré;;
10086;V;10070;10083;10084;10085;10086;24;Tetraphidaceae;Schimp.;ètyøzoubkovité;;
10087;V;10070;10087;;;;19;Bryopsida;Pax;(bez èeského jména);;
10088;V;10070;10087;10088;;;20;Buxbaumiidae;Doweld;(bez èeského jména);;
10089;V;10070;10087;10088;10089;;22;Buxbaumiales;Cavers;šikouškotvaré;;
10090;V;10070;10087;10088;10089;10090;24;Buxbaumiaceae;Schwägr.;šikouškovité;;
10091;V;10070;10087;10091;;;20;Diphysciidae;Ochyra;(bez èeského jména);;
10092;V;10070;10087;10091;10092;;22;Diphysciales;M.Fleisch.;krèankotvaré;;
10093;V;10070;10087;10091;10092;10093;24;Diphysciaceae;M.Fleisch.;krèankovité;;
10094;V;10070;10087;10094;;;20;Timmiidae;Ochyra;(bez èeského jména);;
10095;V;10070;10087;10094;10095;;22;Timmiales;Ochyra;podnoitkotvaré;;
10096;V;10070;10087;10094;10095;10096;24;Timmiaceae;Schimp.;podnoitkovité;;
10097;V;10070;10087;10097;;;20;Funariidae;Ochyra;(bez èeského jména);;
10098;V;10070;10087;10097;10098;;22;Encalyptales;Dixon;èepièatkotvaré;;
10099;V;10070;10087;10097;10098;10099;24;Encalyptaceae;Schimp.;èepièatkovité;;
10100;V;10070;10087;10097;10100;;22;Funariales;M.Fleisch.;zkrutkotvaré;;
10142;V;10070;10087;10097;10100;10142;24;Disceliaceae;Schimp.;drobnolístkovité;;
10101;V;10070;10087;10097;10100;10101;24;Funariaceae;Schwägr.;zkrutkovité;;
10102;V;10070;10087;10102;;;20;Dicranidae;Doweld;(bez èeského jména);;
10103;V;10070;10087;10102;10103;;22;Dicranidae incertae sedis;N/A;(bez èeského jména);;
10104;V;10070;10087;10102;10103;10104;24;Distichiaceae;Schimp.;dvoustranníkovité;;
10105;V;10070;10087;10102;10103;10105;24;Flexitrichaceae;Ignatov & Fedosov;køivovláskovité;;
10106;V;10070;10087;10102;10103;10106;24;Hymenolomataceae;Ignatov & Fedosov;bradaviènatkovité;;
10107;V;10070;10087;10102;10107;;22;Grimmiales;M.Fleisch.;dìrkavkotvaré;;
10108;V;10070;10087;10102;10107;10108;24;Saelaniaceae;Ignatov & Fedosov;sivínkovité;;
10109;V;10070;10087;10102;10107;10109;24;Grimmiaceae;Arn.;dìrkavkovité;;
10110;V;10070;10087;10102;10107;10110;24;Ptychomitriaceae;Schimp.;mnoholistcovité;;
10111;V;10070;10087;10102;10107;10111;24;Seligeriaceae;Schimp.;kápìnkovité;;
10112;V;10070;10087;10102;10112;;22;Dicranales;M.Fleisch.;dvouhrotcotvaré;;
10143;V;10070;10087;10102;10112;10143;24;Micromitriaceae;Smyth ex Goffinet & Budke;mohelkovité;;
10113;V;10070;10087;10102;10112;10113;24;Archidiaceae;Schimp.;úpolnièkovité;;
10114;V;10070;10087;10102;10112;10114;24;Leucobryaceae;Schimp.;bìlomechovité;;
10115;V;10070;10087;10102;10112;10115;24;Amphidiaceae;M.Stech;pohárovcovité;;
10116;V;10070;10087;10102;10112;10116;24;Schistostegaceae;Schimp.;døípovièníkovité;;
10117;V;10070;10087;10102;10112;10117;24;Rhabdoweisiaceae;Limpr.;pruhovkovité;;
10118;V;10070;10087;10102;10112;10118;24;Fissidentaceae;Schimp.;krondlovkovité;;
10119;V;10070;10087;10102;10112;10119;24;Aongstroemiaceae;De Not.;tupolistkovité;;
10120;V;10070;10087;10102;10112;10120;24;Dicranaceae;Schimp.;dvouhrotcovité;;
10121;V;10070;10087;10102;10112;10121;24;Bruchiaceae;Schimp.;bruchovkovité;;
10122;V;10070;10087;10102;10112;10122;24;Ditrichaceae;Limpr.;útlovláskovité;;
10123;V;10070;10087;10102;10112;10123;24;Pottiaceae;Hampe;pozemnièkovité;;
10124;V;10070;10087;10124;;;20;Bryidae;Engl.;(bez èeského jména);;
10125;V;10070;10087;10124;10125;;22;Hedwigiales;Ochyra;tìhovcotvaré;;
10126;V;10070;10087;10124;10125;10126;24;Hedwigiaceae;Schimp.;tìhovcovité;;
10127;V;10070;10087;10124;10127;;22;Splachnales;Ochyra;volatkotvaré;;
10144;;10070;10087;10124;10127;10144;24;Meesiaceae;Schimp.;poparkovité;;
10128;V;10070;10087;10124;10127;10128;24;Splachnaceae;Grev. & Arn.;volatkovité;;
10129;V;10070;10087;10124;10129;;22;Bartramiales;M.Menzel;kulistcotvaré;;
10130;V;10070;10087;10124;10129;10130;24;Bartramiaceae;Schwägr.;kulistcovité;;
10131;V;10070;10087;10124;10131;;22;Orthotrichales;Dixon;šurpkotvaré;;
10132;V;10070;10087;10124;10131;10132;24;Orthotrichaceae;Arn.;šurpkovité;;
10133;V;10070;10087;10124;10133;;22;Bryales;Limpr.;prutníkotvaré;;
10134;V;10070;10087;10124;10133;10134;24;Bryaceae;Schwägr.;prutníkovité;;
10135;V;10070;10087;10124;10133;10135;24;Mniaceae;Schwägr.;mìøíkovité;;
10136;V;10070;10087;10124;10136;;22;Orthodontiales;N.E.Bell, A.E.Newton & D.Quandt;rovnozubotvaré;;
10137;V;10070;10087;10124;10136;10137;24;Orthodontiaceae;Goffinet;rovnozubovité;;
10138;V;10070;10087;10124;10138;;22;Aulacomniales;N.E.Bell, A.E.Newton & D.Quandt;klamonokotvaré;;
10139;V;10070;10087;10124;10138;10139;24;Aulacomniaceae;Schimp.;klamonokovité;;
10140;V;10070;10087;10124;10140;;22;Hookeriales;M.Fleisch.;kápuškotvaré;;
10141;V;10070;10087;10124;10140;10141;24;Hookeriaceae;Schimp.;kápuškovité;;
10145;V;10070;10087;10124;10145;;22;Hypnales;W.R.Buck & Vitt;rokytotvaré;;
10146;V;10070;10087;10124;10145;10146;24;Plagiotheciaceae;M.Fleisch.;lesklecovité;;
10147;V;10070;10087;10124;10145;10147;24;Fontinalaceae;Schimp.;pramenièkovité;;
10148;V;10070;10087;10124;10145;10148;24;Leucodontaceae;Schimp.;bìlozubkovité;;
10149;V;10070;10087;10124;10145;10149;24;Pylaisiadelphaceae;Goffinet & W.R.Buck;(bez èeského jména);;
10150;V;10070;10087;10124;10145;10150;24;Hylocomiaceae;M.Fleisch.;rokytníkovité;;
10151;V;10070;10087;10124;10145;10151;24;Antitrichiaceae ;Ignatov & Ignatova;ilnatkovité;;
10152;V;10070;10087;10124;10145;10152;24;Climaciaceae;Kindb.;drabíkovité;;
10153;V;10070;10087;10124;10145;10153;24;Pterigynandraceae;Schimp.;prostozubkovité;;
10154;V;10070;10087;10124;10145;10154;24;Neckeraceae;Schimp.;sourubkovité;;
10155;V;10070;10087;10124;10145;10155;24;Pseudoleskeaceae;Schimp.;krytolístkovité;;
10156;V;10070;10087;10124;10145;10156;24;Pseudoleskeellaceae;Ignatov & Ignatova;øetízkovcovité;;
10157;V;10070;10087;10124;10145;10157;24;Heterocladiaceae;Ignatov & Ignatova;rùznolístkovité;;
10158;V;10070;10087;10124;10145;10158;24;Rhytidiaceae;Broth.;èeøitkovité;;
10159;V;10070;10087;10124;10145;10159;24;Anomodontaceae;Kindb.;klaminkovité;;
10160;V;10070;10087;10124;10145;10160;24;Leskeaceae;Schimp.;stejnozoubkovité;;
10161;V;10070;10087;10124;10145;10161;24;Thuidiaceae;Schimp.;zpeøenkovité;;
10162;V;10070;10087;10124;10145;10162;24;Entodontaceae;Kindb.;pokryvnatcovité;;
10163;V;10070;10087;10124;10145;10163;24;Taxiphyllaceae;Ignatov;lodìnkovité;;
10164;V;10070;10087;10124;10145;10164;24;Hypnaceae;Schimp.;rokytovité;;
10165;V;10070;10087;10124;10145;10165;24;Lembophyllaceae;Broth.;plavuníkovité;;
10166;V;10070;10087;10124;10145;10166;24;Calliergonaceae;Vanderp., Hedenäs, C.J.Cox & A.J.Shaw;baøinatkovité;;
10167;V;10070;10087;10124;10145;10167;24;Scorpidiaceae;Ignatov & Ignatova;štírovcovité;;
10168;V;10070;10087;10124;10145;10168;24;Brachytheciaceae;Schimp.;baòatkovité;;
10169;V;10070;10087;10124;10145;10169;24;Myuriaceae;M.Fleisch.;høebenitkovité;;
10170;V;10070;10087;10124;10145;10170;24;Amblystegiaceae;Kindb.;rokıtkovité;;
10171;V;10070;10087;10124;10145;10171;24;Pylaisiaceae;Schimp.;èepejønatkovité;;
10172;V;10070;10087;10124;10145;10172;24;Hypnales incertae sedis;N/A;(bez èeského jména);;
1;V;10000;10001;10002;10003;10004;28;Anthoceros;L.;hlevík;Y;
2;V;10000;10001;10002;10003;10004;34;Anthoceros agrestis;Paton;hlevík polní;Y;LC
3;V;10000;10001;10002;10003;10004;34;Anthoceros neesii;Prosk.;hlevík Neesùv;Y;EN
4;V;10000;10001;10005;10006;10007;28;Notothylas;Sull. ex A.Gray;vycpálka;Y;
5;V;10000;10001;10005;10006;10007;34;Notothylas orbicularis;(Schwein.) Sull.;vycpálka okrouhlá;Y;CR
6;V;10000;10001;10005;10006;10007;28;Phaeoceros;Prosk.;hlevíèek;Y;
7;V;10000;10001;10005;10006;10007;34;Phaeoceros carolinianus;(Michx.) Prosk.;hlevíèek karolínskı;Y;LC
8;V;10008;10027;10028;10029;10031;28;Anastrepta;(Lindb.) Schiffn.;omšenka;Y;
9;V;10008;10027;10028;10029;10031;34;Anastrepta orcadensis;(Hook.) Schiffn.;omšenka ohrnutá;Y;LC-att
10;V;10008;10027;10028;10029;10031;28;Anastrophyllum;(Spruce) Steph.;polanka;Y;
11;V;10008;10027;10028;10029;10031;34;Anastrophyllum michauxii;(F.Weber) H.Buch;polanka Michauxova;Y;EN
12;V;10008;10027;10058;10059;10060;28;Aneura;Dumort.;bezilka;Y;
13;V;10008;10027;10058;10059;10060;34;Aneura maxima;(Schiffn.) Steph.;bezilka nejvìtší;Y;NT
14;V;10008;10027;10058;10059;10060;34;Aneura pinguis;(L.) Dumort.;bezilka mastná;Y;LC
15;V;10008;10027;10028;10029;10036;28;Anthelia;(Dumort.) Dumort.;mrazovec;Y;
16;V;10008;10027;10028;10029;10036;34;Anthelia julacea;(L.) Dumort.;mrazovec jehnìdovitı;Y;VU
17;V;10008;10027;10028;10029;10036;34;Anthelia juratzkana;(Limpr.) Trevis.;mrazovec Juratzkùv;Y;CR
18;V;10008;10013;10017;10020;10021;28;Asterella;P.Beauv.;mrtník;Y;
19;V;10008;10013;10017;10020;10021;34;Asterella saccata;(Wahlenb.) A.Evans;mrtník váèkovitı;Y;EN
20;V;10008;10027;10028;10029;10031;28;Barbilophozia;Loeske;seèovka;Y;
21;V;10008;10027;10028;10029;10031;34;Barbilophozia barbata;(Schmidel ex Schreb.) Loeske;seèovka vousatá;Y;LC
22;V;10008;10027;10028;10029;10031;34;Barbilophozia hatcheri;(A.Evans) Loeske;seèovka Hatcherova;Y;LC
23;V;10008;10027;10028;10029;10031;34;Barbilophozia lycopodioides;(Wallr.) Loeske;seèovka plavuòovitá;Y;LC
24;V;10008;10027;10028;10029;10031;34;Barbilophozia sudetica;(Nees ex Huebener) L.Söderstr., De Roo & Hedd.;seèovka sudetská;Y;LC
25;V;10008;10027;10028;10029;10046;28;Bazzania;Gray;rohozec;Y;
26;V;10008;10027;10028;10029;10046;34;Bazzania flaccida;(Dumort.) Grolle;rohozec obnaenı;Y;VU
27;V;10008;10027;10028;10029;10046;34;Bazzania tricrenata;(Wahlenb.) Lindb.;rohozec trojzubı;Y;NT
28;V;10008;10027;10028;10029;10046;34;Bazzania trilobata;(L.) Gray;rohozec trojlaloènı;Y;LC
29;V;10008;10027;10028;10029;10046;36;Bazzania trilobata var. depauperata;(Müll.Frib.) Grolle;rohozec trojlaloènı ochuzenı;Y;NE
30;V;10008;10027;10028;10029;10046;36;Bazzania trilobata var. trilobata;\N;rohozec trojlaloènı pravı;Y;NE
31;V;10008;10027;10028;10029;10031;28;Biantheridion;(Grolle) Konstant. & Vilnet;dvojpelatka;V;
32;V;10008;10027;10028;10029;10031;34;Biantheridion undulifolium;(Nees) Konstant. & Vilnet;dvojpelatka vlnitá;V;RE
33;V;10008;10013;10014;10015;10016;28;Blasia;L.;jamuška;Y;
34;V;10008;10013;10014;10015;10016;34;Blasia pusilla;L.;jamuška drobná;Y;LC
35;V;10008;10027;10028;10029;10045;28;Blepharostoma;(Dumort.) Dumort.;nitkovec;Y;
36;V;10008;10027;10028;10029;10045;34;Blepharostoma trichophyllum;(L.) Dumort.;nitkovec vlasovitı;Y;LC
37;V;10008;10027;10028;10029;10045;36;Blepharostoma trichophyllum var. trichophyllum;\N;nitkovec vlasovitı pravı;Y;LC
38;V;10008;10027;10028;10029;10037;28;Calypogeia;Raddi;kryjnice;Y;
39;V;10008;10027;10028;10029;10037;34;Calypogeia azurea;Stotler & Crotz;kryjnice sleziníkovitá;Y;LC
40;V;10008;10027;10028;10029;10037;34;Calypogeia fissa;(L.) Raddi;kryjnice zaøíznutá;Y;NT
41;V;10008;10027;10028;10029;10037;34;Calypogeia integristipula;Steph.;kryjnice Meylanova;Y;LC
42;V;10008;10027;10028;10029;10037;34;Calypogeia muelleriana;(Schiffn.) Müll.Frib.;kryjnice Müllerova;Y;LC
43;V;10008;10027;10028;10029;10037;34;Calypogeia neesiana;(C.Massal. & Carestia) Müll.Frib.;kryjnice Neesova;Y;LC
44;V;10008;10027;10028;10029;10037;34;Calypogeia sphagnicola;(Arnell & J.Perss.) Warnst. & Loeske;kryjnice rašelinná;Y;NT
45;V;10008;10027;10028;10029;10037;34;Calypogeia suecica;(Arnell & J.Perss.) Müll.Frib.;kryjnice švédská;Y;NT
46;V;10008;10027;10028;10029;10032;28;Cephalozia;(Dumort.) Dumort.;køepenka;Y;
47;V;10008;10027;10028;10029;10032;34;Cephalozia bicuspidata;(L.) Dumort.;køepenka dvoulaloèná;Y;LC
48;V;10008;10027;10028;10029;10032;35;Cephalozia bicuspidata subsp. bicuspidata;\N;køepenka dvoulaloèná pravá;Y;NE
49;V;10008;10027;10028;10029;10032;35;Cephalozia bicuspidata subsp. lammersiana;(Huebener) R.M.Schust.;køepenka dvoulaloèná Lammersova;Y;NE
50;V;10008;10027;10028;10029;10032;34;Cephalozia lacinulata;(J.B.Jack ex Gottsche & Rabenh.) Spruce;køepenka døípená;V;RE
51;V;10008;10027;10028;10029;10032;34;Cephalozia macounii;(Austin) Austin;køepenka Macounova;N;NE
52;V;10008;10027;10028;10029;10033;28;Cephaloziella;(Spruce) Schiffn.;drobnièka;Y;
53;V;10008;10027;10028;10029;10033;34;Cephaloziella dentata;(Raddi) Steph.;drobnièka zubatá;N;NE
54;V;10008;10027;10028;10029;10033;34;Cephaloziella divaricata;(Sm.) Schiffn.;drobnièka Starkeova;Y;LC
55;V;10008;10027;10028;10029;10033;36;Cephaloziella divaricata var. divaricata;\N;drobnièka Starkeova pravá;Y;NE
56;V;10008;10027;10028;10029;10033;36;Cephaloziella divaricata var. scabra;(M.Howe) Haynes;drobnièka Starkeova drsná;Y;NE
57;V;10008;10027;10028;10029;10033;34;Cephaloziella elachista;(J.B.Jack ex Gottsche & Rabenh.) Schiffn.;drobnièka nìná;Y;EN
58;V;10008;10027;10028;10029;10033;34;Cephaloziella elegans;(Heeg) Schiffn.;drobnièka slièná;Y;CR
59;V;10008;10027;10028;10029;10033;34;Cephaloziella grimsulana;(J.B.Jack ex Gottsche & Rabenh.) Lacout.;drobnièka horská;Y;EN
60;V;10008;10027;10028;10029;10033;34;Cephaloziella hampeana;(Nees) Schiffn. ex Loeske;drobnièka Hampeova;Y;LC-att
61;V;10008;10027;10028;10029;10033;34;Cephaloziella rubella;(Nees) Warnst.;drobnièka naèervenalá;Y;LC
62;V;10008;10027;10028;10029;10033;34;Cephaloziella spinigera;(Lindb.) J?rg.;drobnièka zoubkatá;Y;VU
63;V;10008;10027;10028;10029;10033;34;Cephaloziella stellulifera;(Taylor ex Carrington & Pearson) Croz.;drobnièka hvìzdovitá;Y;CR
64;V;10008;10027;10028;10029;10047;28;Chiloscyphus;Corda;køehutka;Y;
65;V;10008;10027;10028;10029;10047;34;Chiloscyphus pallescens;(Ehrh.) Dumort.;køehutka bledá;Y;LC-att
66;V;10008;10027;10028;10029;10047;36;Chiloscyphus pallescens var. fragilis;(Roth) Müll.Frib.;køehutka bledá køehká;Y;NE
67;V;10008;10027;10028;10029;10047;36;Chiloscyphus pallescens var. pallescens;\N;køehutka bledá pravá;Y;NE
68;V;10008;10027;10028;10029;10047;34;Chiloscyphus polyanthos;(L.) Corda;køehutka obecná;Y;LC
69;V;10008;10027;10028;10029;10047;36;Chiloscyphus polyanthos var. polyanthos;\N;køehutka obecná pravá;Y;NE
70;V;10008;10027;10028;10029;10047;36;Chiloscyphus polyanthos var. rivularis;(Schrad.) Lindb. & Arnell;køehutka obecná potoèní;Y;NE
71;V;10008;10027;10028;10051;10053;28;Cololejeunea;(Spruce) Steph.;jeenka;Y;
72;V;10008;10027;10028;10051;10053;34;Cololejeunea calcarea;(Lib.) Steph.;jeenka vápencová;Y;VU
73;V;10008;10027;10028;10051;10053;34;Cololejeunea rossettiana;(C.Massal.) Schiffn.;jeenka Rossettiho;Y;VU
74;V;10008;10013;10017;10020;10022;28;Conocephalum;Hill;møíkovec;Y;
75;V;10008;10013;10017;10020;10022;34;Conocephalum conicum;(L.) Dumort.;møíkovec kuelovitı;Y;LC
76;V;10008;10013;10017;10020;10022;34;Conocephalum salebrosum;Szweyk., Buczk. & Odrzyk.;møíkovec draslavı;Y;LC
77;V;10008;10027;10028;10029;10031;28;Crossocalyx;Meyl.;støíovka;Y;
78;V;10008;10027;10028;10029;10031;34;Crossocalyx hellerianus;(Nees ex Lindenb.) Meyl.;støíovka Hellerova;Y;EN
79;V;10008;10027;10028;10029;10035;28;Diplophyllum;(Dumort.) Dumort.;zdvojenka;Y;
80;V;10008;10027;10028;10029;10035;34;Diplophyllum albicans;(L.) Dumort.;zdvojenka bìlavá;Y;LC
81;V;10008;10027;10028;10029;10035;34;Diplophyllum obtusifolium;(Hook.) Dumort.;zdvojenka tupolistá;Y;LC
82;V;10008;10027;10028;10029;10035;34;Diplophyllum taxifolium;(Wahlenb.) Dumort.;zdvojenka tisolistá;Y;LC
83;V;10008;10027;10028;10029;10038;28;Endogemma;Konstant., Vilnet & A.V.Troitsky;endogema;Y;
84;V;10008;10027;10028;10029;10038;34;Endogemma caespiticia;(Lindenb.) Konstant.,Vilnet & A.V.Troitsky;endogema trsnatá;Y;LC-att
85;V;10008;10027;10062;10063;10064;28;Fossombronia;Raddi;hlávkovec;Y;
86;V;10008;10027;10062;10063;10064;34;Fossombronia angulosa;(Dicks.) Raddi;hlávkovec hranatı;V;RE
87;V;10008;10027;10062;10063;10064;34;Fossombronia caespitiformis;(Raddi) De Not. ex Rabenh.;hlávkovec trsnatı;N;NE
88;V;10008;10027;10062;10063;10064;34;Fossombronia foveolata;Lindb.;hlávkovec Dumortierùv;Y;EN
89;V;10008;10027;10062;10063;10064;34;Fossombronia pusilla;(L.) Nees;hlávkovec drobnı;Y;DD-va
90;V;10008;10027;10062;10063;10064;34;Fossombronia wondraczekii;(Corda) Dumort. ex Lindb.;hlávkovec Wondraczekùv;Y;LC
91;V;10008;10027;10028;10051;10052;28;Frullania;Raddi;kovanec;Y;
92;V;10008;10027;10028;10051;10052;34;Frullania dilatata;(L.) Dumort.;kovanec plochı;Y;LC
93;V;10008;10027;10028;10051;10052;34;Frullania fragilifolia;(Taylor) Gottsche, Lindenb. & Nees;kovanec køehkolistı;Y;CR
94;V;10008;10027;10028;10051;10052;34;Frullania inflata;Gottsche;kovanec nadmutı;Y;EN
95;V;10008;10027;10028;10051;10052;34;Frullania tamarisci;(L.) Dumort.;kovanec tamaryškovı;Y;NT
96;V;10008;10027;10028;10029;10032;28;Fuscocephaloziopsis;Fulford;køepenka;Y;
97;V;10008;10027;10028;10029;10032;34;Fuscocephaloziopsis albescens;(Hook.) Váòa & L.Söderstr.;køepenka bìlavá;N;NE
98;V;10008;10027;10028;10029;10032;34;Fuscocephaloziopsis catenulata;(Huebener) Váòa & L.Söderstr.;køepenka øetízkovitá;Y;NT
99;V;10008;10027;10028;10029;10032;34;Fuscocephaloziopsis connivens;(Dicks.) Váòa & L.Söderstr.;køepenka zahnutá;Y;LC
100;V;10008;10027;10028;10029;10032;34;Fuscocephaloziopsis leucantha;(Spruce) Váòa & L.Söderstr.;køepenka bledá;Y;NT
101;V;10008;10027;10028;10029;10032;34;Fuscocephaloziopsis loitlesbergeri;(Schiffn.) Váòa & L.Söderstr.;køepenka Loitlesbergerova;Y;VU
102;V;10008;10027;10028;10029;10032;34;Fuscocephaloziopsis lunulifolia;(Dumort.) Váòa & L.Söderstr.;køepenka prostøední;Y;LC
103;V;10008;10027;10028;10029;10032;34;Fuscocephaloziopsis macrostachya;(Kaal.) Váòa & L.Söderstr.;køepenka rašelinná;Y;VU
104;V;10008;10027;10028;10029;10032;36;Fuscocephaloziopsis macrostachya var. macrostachya;\N;køepenka rašelinná pravá;Y;NE
105;V;10008;10027;10028;10029;10032;34;Fuscocephaloziopsis pleniceps;(Austin) Váòa & L.Söderstr.;køepenka hlavatá;Y;VU
106;V;10008;10027;10028;10029;10039;28;Geocalyx;Nees;vøesovka;Y;
107;V;10008;10027;10028;10029;10039;34;Geocalyx graveolens;(Schrad.) Nees;vøesovka vonná;Y;VU
108;V;10008;10027;10028;10029;10031;28;Gymnocolea;(Dumort.) Dumort.;svojnice;Y;
109;V;10008;10027;10028;10029;10031;34;Gymnocolea inflata;(Huds.) Dumort.;svojnice nadmutá;Y;LC
110;V;10008;10027;10028;10029;10031;35;Gymnocolea inflata subsp. inflata;\N;svojnice nadmutá pravá;Y;NE
111;V;10008;10027;10028;10029;10040;28;Gymnomitrion;Corda;skulinatka;Y;
112;V;10008;10027;10028;10029;10040;34;Gymnomitrion adustum;Nees;skulinatka osmahlá;V;RE
113;V;10008;10027;10028;10029;10040;34;Gymnomitrion alpinum;(Gottsche ex Husn.) Schiffn.;skulinatka alpská;Y;EN
114;V;10008;10027;10028;10029;10040;34;Gymnomitrion brevissimum;(Dumort.) Warnst.;skulinatka pestrá;V;RE
115;V;10008;10027;10028;10029;10040;34;Gymnomitrion concinnatum;(Lightf.) Corda;skulinatka ladná;Y;LC-att
116;V;10008;10027;10028;10029;10040;34;Gymnomitrion corallioides;Nees;skulinatka korálová;Y;CR
117;V;10008;10027;10028;10029;10040;34;Gymnomitrion obtusum;Lindb.;skulinatka tupá;V;RE
118;V;10008;10009;10010;10011;10012;28;Haplomitrium;Nees;pøímenka;Y;
119;V;10008;10009;10010;10011;10012;34;Haplomitrium hookeri;(Lyell ex Sm.) Nees;pøímenka Hookerova;Y;CR
120;V;10008;10027;10028;10029;10041;28;Harpanthus;Nees;nivenka;Y;
121;V;10008;10027;10028;10029;10041;34;Harpanthus flotovianus;(Nees) Nees;nivenka Flotowova;Y;VU
122;V;10008;10027;10028;10029;10041;34;Harpanthus scutatus;(F.Weber & D.Mohr) Spruce;nivenka štítovitá;Y;EN
123;V;10008;10027;10028;10029;10034;28;Heterogemma;(J?rg.) Konstant. & Vilnet;køiítka;Y;
124;V;10008;10027;10028;10029;10034;34;Heterogemma capitata;(Hook.) Konstant. & Vilnet;køiítka hlavatá;Y;VU
125;V;10008;10027;10028;10029;10036;28;Hygrobiella;Spruce;mokøanka;Y;
126;V;10008;10027;10028;10029;10036;34;Hygrobiella laxifolia;(Hook.) Spruce;mokøanka oddálená;Y;VU
127;V;10008;10027;10028;10029;10031;28;Isopaches;H.Buch;obdìnka;Y;
128;V;10008;10027;10028;10029;10031;34;Isopaches bicrenatus;(Schmidel ex Hoffm.) H.Buch;obdìnka zoubkatá;Y;NT
129;V;10008;10027;10028;10029;10042;28;Jungermannia;L.;trsenka;Y;
130;V;10008;10027;10028;10029;10042;34;Jungermannia atrovirens;Dumort.;trsenka tmavozelená;Y;VU
131;V;10008;10027;10028;10029;10042;34;Jungermannia exsertifolia;Steph.;(bez èeského jména);N;NE
